Date,T1M,T3M,T6M,T1Y,T2Y,T3Y,T4Y,T5Y,T6Y,T7Y,T10Y,T15Y,T20Y,T30Y
2007/12/27,4.845,4.83,4.7175,4.246,4.0055,4.102,4.2565,4.405,4.5285,4.633,4.8675,5.079,5.17,5.21
2007/12/28,4.63125,4.72875,4.64875,4.1245,3.87,3.972,4.104,4.2455,4.3745,4.482,4.7265,4.94,5.028,5.0675
2007/12/31,4.6,4.7025,4.59625,4.072,3.81,3.905,4.0445,4.178,4.308,4.416,4.67,4.888,4.98,5.028
2008/01/02,4.57,4.68063,4.56625,3.972,3.676,3.756,3.898,4.0365,4.169,4.2865,4.5465,4.7745,4.8695,4.9135
2008/01/03,4.54,4.64625,4.47375,3.937,3.6255,3.71,3.8615,4.0085,4.148,4.269,4.538,4.7805,4.8795,4.9295
2008/01/04,4.515,4.62,4.4675,3.861,3.543,3.613,3.7715,3.924,4.0725,4.208,4.5015,4.763,4.8715,4.9225
2008/01/07,4.44125,4.54313,4.36375,3.824,3.512,3.582,3.729,3.885,4.0315,4.16,4.4495,4.7125,4.8215,4.8685
2008/01/08,4.41125,4.505,4.32875,3.763,3.4675,3.5185,3.67,3.82,3.974,4.1075,4.4055,4.6725,4.7775,4.833
2008/01/09,4.37063,4.4425,4.2625,3.746,3.4965,3.556,3.711,3.872,4.0195,4.15,4.434,4.6985,4.8235,4.857
2008/01/10,4.31938,4.37688,4.19375,3.658,3.439,3.5275,3.6895,3.8665,4.03,4.1785,4.4985,4.8025,4.9165,4.963
2008/01/11,4.23625,4.2575,4.08125,3.467,3.255,3.357,3.55,3.721,3.8985,4.0485,4.3875,4.703,4.831,4.884
2008/01/14,4.08125,4.055,3.85375,3.379,3.194,3.327,3.528,3.7,3.876,4.0285,4.3625,4.6775,4.808,4.8645
2008/01/15,4.0225,3.9975,3.8275,3.336,3.1325,3.2385,3.4095,3.5835,3.7535,3.9095,4.247,4.5655,4.697,4.7635
2008/01/16,3.98938,3.95125,3.79375,3.393,3.166,3.283,3.473,3.6725,3.8395,4.001,4.3495,4.6725,4.8015,4.8595
2008/01/17,3.95875,3.92625,3.81125,3.278,3.065,3.179,3.3615,3.5465,3.726,3.8875,4.237,4.567,4.701,4.759
2008/01/18,3.93438,3.89375,3.75375,3.214,3.021,3.151,3.34,3.534,3.721,3.8875,4.25,4.586,4.724,4.791
2008/01/21,3.9025,3.8475,3.67438,3.214,3.025,3.151,3.339,3.536,3.721,3.888,4.254,4.588,4.726,4.791
2008/01/22,3.77375,3.7175,3.49,2.832,2.685,2.836,3.0425,3.2565,3.4605,3.644,4.0425,4.421,4.5735,4.6495
2008/01/23,3.37625,3.33125,3.16375,2.85,2.813,3.0005,3.2265,3.4615,3.6695,3.8565,4.2505,4.5875,4.7485,4.809
2008/01/24,3.285,3.24375,3.15,2.988,2.994,3.182,3.4005,3.626,3.8155,3.9865,4.3585,4.6975,4.8315,4.8875
2008/01/25,3.3125,3.30625,3.3,2.877,2.886,3.057,3.2575,3.4575,3.645,3.8045,4.1585,4.5005,4.6425,4.7015
2008/01/28,3.28125,3.25125,3.18375,2.824,2.862,3.0685,3.2775,3.4895,3.674,3.834,4.1795,4.5135,4.6535,4.71
2008/01/29,3.27125,3.24375,3.18188,2.893,2.961,3.1605,3.3765,3.5825,3.768,3.927,4.2745,4.6,4.734,4.7845
2008/01/30,3.26375,3.23938,3.18625,2.782,2.8585,3.0955,3.335,3.5705,3.7635,3.9335,4.2975,4.6485,4.785,4.851
2008/01/31,3.14375,3.11188,3.04125,2.687,2.797,3.024,3.26,3.4835,3.6795,3.8555,4.2135,4.5615,4.708,4.7725
2008/02/01,3.14125,3.095,3.01625,2.759,2.7955,3.032,3.264,3.4855,3.6795,3.855,4.2245,4.5675,4.7075,4.7695
2008/02/04,3.18125,3.145,3.0975,2.7785,2.813,3.0455,3.29,3.522,3.726,3.902,4.2815,4.632,4.778,4.8415
2008/02/05,3.21813,3.16188,3.11125,2.648,2.675,2.917,3.1755,3.4165,3.6315,3.812,4.21,4.5725,4.723,4.7895
2008/02/06,3.1925,3.1275,3.0025,2.646,2.6805,2.9265,3.188,3.4305,3.648,3.836,4.236,4.5995,4.75,4.82
2008/02/07,3.165,3.09625,2.9775,2.7155,2.808,3.091,3.367,3.626,3.8435,4.033,4.4285,4.784,4.935,5.0065
2008/02/08,3.15375,3.08813,2.99125,2.629,2.692,2.967,3.245,3.4935,3.714,3.907,4.3095,4.678,4.8385,4.907
2008/02/11,3.13875,3.07,2.9625,2.617,2.695,2.964,3.235,3.4865,3.704,3.894,4.294,4.659,4.8085,4.877
2008/02/12,3.1275,3.0675,2.95875,2.617,2.7035,2.9845,3.2695,3.532,3.753,3.943,4.3435,4.7135,4.865,4.939
2008/02/13,3.12125,3.065,2.95438,2.638,2.7125,3.0075,3.3165,3.591,3.8095,4.0135,4.429,4.7995,4.936,5.013
2008/02/14,3.11625,3.065,2.96125,2.641,2.751,3.0715,3.3875,3.6805,3.921,4.127,4.552,4.934,5.078,5.1535
2008/02/15,3.11875,3.07,2.96938,2.634,2.742,3.0615,3.381,3.658,3.898,4.086,4.484,4.868,5.016,5.099
2008/02/18,3.11375,3.07,2.98,2.627,2.738,3.063,3.382,3.658,3.899,4.089,4.488,4.87,5.019,5.098
2008/02/19,3.11063,3.07,2.98,2.774,2.963,3.2895,3.608,3.882,4.1005,4.2835,4.6605,5.0145,5.149,5.219
2008/02/20,3.1175,3.07813,3.01938,2.8015,2.9945,3.3185,3.6195,3.8715,4.1005,4.2475,4.5935,4.92,5.053,5.117
2008/02/21,3.135,3.0925,3.07063,2.7085,2.836,3.143,3.4435,3.7025,3.9245,4.108,4.489,4.836,4.9735,5.051
2008/02/22,3.12,3.08,2.99938,2.791,2.9225,3.2145,3.5075,3.7665,3.9935,4.165,4.5495,4.8905,5.0335,5.102
2008/02/25,3.12375,3.08938,3.05625,2.8325,2.998,3.3105,3.616,3.876,4.0905,4.265,4.635,4.971,5.114,5.1805
2008/02/26,3.125,3.09,3.0575,2.743,2.8795,3.191,3.4955,3.764,3.987,4.177,4.563,4.914,5.063,5.138
2008/02/27,3.12188,3.085,3.01688,2.703,2.8245,3.1565,3.4645,3.737,3.96,4.145,4.532,4.8835,5.03,5.106
2008/02/28,3.11938,3.07563,2.96875,2.622,2.697,2.9855,3.288,3.556,3.776,3.973,4.377,4.741,4.8955,4.9775
2008/02/29,3.11063,3.0575,2.93125,2.503,2.5095,2.7825,3.0795,3.3545,3.59,3.7925,4.2205,4.5935,4.763,4.8535
2008/03/03,3.08625,3.01438,2.8625,2.557,2.559,2.8255,3.1365,3.4015,3.635,3.8345,4.2575,4.6335,4.7905,4.8735
2008/03/04,3.08,3.00813,2.87688,2.591,2.6415,2.9335,3.246,3.535,3.7625,3.9595,4.373,4.741,4.892,4.9645
2008/03/05,3.075,3,2.8925,2.63,2.6915,3.0015,3.348,3.6385,3.883,4.088,4.513,4.8855,5.0325,5.1085
2008/03/06,3.05813,2.99,2.8925,2.535,2.6305,2.9595,3.2955,3.615,3.855,4.065,4.4925,4.884,5.025,5.0905
2008/03/07,3,2.93875,2.78438,2.472,2.5635,2.8905,3.216,3.5075,3.7525,3.957,4.3895,4.7775,4.94,5.0295
2008/03/10,2.935,2.90125,2.78125,2.4395,2.529,2.8595,3.1865,3.465,3.7055,3.9045,4.32,4.7025,4.8555,4.9395
2008/03/11,2.89,2.8675,2.74,2.536,2.656,2.9805,3.293,3.5515,3.777,3.956,4.346,4.7075,4.8555,4.9315
2008/03/12,2.86125,2.85,2.7875,2.457,2.531,2.834,3.1425,3.4055,3.6265,3.814,4.2095,4.5745,4.7225,4.8095
2008/03/13,2.8175,2.8,2.69938,2.418,2.5255,2.8415,3.1565,3.419,3.6505,3.838,4.237,4.607,4.758,4.8315
2008/03/14,2.775,2.76375,2.67125,2.2645,2.375,2.695,3.0405,3.317,3.553,3.7385,4.1505,4.541,4.681,4.752
2008/03/17,2.55875,2.57875,2.36625,2.1055,2.1725,2.481,2.794,3.062,3.303,3.5015,3.9385,4.3415,4.493,4.5775
2008/03/18,2.53563,2.54188,2.3825,2.2625,2.3645,2.6915,3.0015,3.2715,3.4985,3.6975,4.103,4.4755,4.619,4.6865
2008/03/19,2.59875,2.59875,2.4975,2.2095,2.2705,2.5775,2.8775,3.1375,3.3525,3.535,3.9355,4.3,4.4345,4.5025
2008/03/20,2.60625,2.60625,2.53938,2.221,2.45,2.735,3.0175,3.246,3.446,3.615,3.96,4.302,4.426,4.483
2008/03/25,2.65375,2.655,2.63375,2.411,2.5965,2.9225,3.2175,3.455,3.6425,3.798,4.132,4.4565,4.574,4.6345
2008/03/26,2.6775,2.67125,2.63188,2.3485,2.493,2.8165,3.117,3.368,3.572,3.748,4.1165,4.4545,4.586,4.662
2008/03/27,2.70375,2.69625,2.63,2.379,2.524,2.8655,3.18,3.45,3.655,3.845,4.2135,4.56,4.6945,4.7795
2008/03/28,2.70875,2.6975,2.6325,2.357,2.483,2.807,3.1225,3.3675,3.5785,3.751,4.1055,4.4605,4.6005,4.68
2008/03/31,2.70313,2.68813,2.61438,2.314,2.417,2.7335,3.045,3.2995,3.5055,3.6895,4.0705,4.428,4.5635,4.644
2008/04/01,2.7,2.68375,2.61625,2.445,2.605,2.934,3.23,3.474,3.6795,3.848,4.2015,4.5465,4.6795,4.75
2008/04/02,2.71,2.7,2.67,2.532,2.725,3.0645,3.3555,3.5945,3.784,3.9415,4.2695,4.59,4.712,4.784
2008/04/03,2.74125,2.7275,2.72,2.5385,2.7375,3.076,3.3675,3.5985,3.7835,3.9355,4.2585,4.5625,4.6865,4.7625
2008/04/04,2.73875,2.7275,2.72,2.444,2.617,2.9375,3.2075,3.4265,3.6115,3.7675,4.0975,4.4225,4.5575,4.643
2008/04/07,2.72438,2.71,2.68,2.4965,2.6875,3.005,3.2845,3.507,3.6925,3.845,4.1605,4.4795,4.6045,4.676
2008/04/08,2.72156,2.71,2.68,2.5175,2.67,2.9935,3.2815,3.518,3.7105,3.868,4.1975,4.5285,4.6565,4.74
2008/04/09,2.72688,2.71563,2.69875,2.475,2.581,2.8765,3.1645,3.4065,3.61,3.776,4.1255,4.4615,4.5965,4.6765
2008/04/10,2.7175,2.71,2.68375,2.527,2.6515,2.961,3.255,3.4855,3.6795,3.8435,4.1825,4.496,4.635,4.704
2008/04/11,2.71594,2.71313,2.71125,2.466,2.576,2.8625,3.154,3.3895,3.5895,3.7555,4.1085,4.4365,4.5715,4.654
2008/04/14,2.71313,2.70875,2.68688,2.518,2.634,2.9245,3.2205,3.464,3.6595,3.835,4.1935,4.5185,4.6445,4.725
2008/04/15,2.71625,2.71594,2.71688,2.612,2.778,3.076,3.362,3.5905,3.793,3.95,4.3015,4.623,4.753,4.832
2008/04/16,2.73219,2.73375,2.75875,2.727,2.927,3.2425,3.5265,3.762,3.942,4.0975,4.4155,4.712,4.828,4.8965
2008/04/17,2.8,2.8175,2.88188,2.8895,3.0655,3.3395,3.6025,3.8065,3.9875,4.1295,4.4325,4.7275,4.8535,4.914
2008/04/18,2.87375,2.9075,3.01875,2.894,3.0435,3.309,3.56,3.744,3.9325,4.0685,4.36,4.6595,4.787,4.8565
2008/04/21,2.8975,2.92,3.02125,2.9415,3.093,3.3465,3.5835,3.776,3.947,4.079,4.369,4.6525,4.769,4.834
2008/04/22,2.895,2.92,3.0375,2.954,3.118,3.362,3.5845,3.767,3.9245,4.0485,4.319,4.5995,4.7075,4.78
2008/04/23,2.895,2.92,3.04625,2.955,3.121,3.3695,3.6075,3.7925,3.954,4.0875,4.3705,4.6555,4.7685,4.8435
2008/04/24,2.88625,2.90688,3.02813,3.025,3.27,3.5275,3.743,3.9165,4.072,4.1995,4.474,4.75,4.8535,4.9245
2008/04/25,2.88125,2.9125,3.08,3.051,3.2985,3.559,3.7835,3.9645,4.114,4.2445,4.5175,4.784,4.8955,4.959
2008/04/28,2.8625,2.89938,3.04188,2.975,3.223,3.49,3.7175,3.9015,4.056,4.1845,4.4605,4.7315,4.8395,4.9055
2008/04/29,2.8275,2.87281,2.98625,2.954,3.2075,3.4755,3.7065,3.8845,4.0415,4.1685,4.4425,4.7145,4.8245,4.8855
2008/04/30,2.8025,2.85,2.965,2.842,3.0945,3.369,3.5965,3.774,3.9315,4.064,4.3405,4.6195,4.7285,4.7905
2008/05/01,2.72375,2.78438,2.8825,2.872,3.1675,3.443,3.66,3.8305,3.9825,4.1075,4.374,4.6475,4.758,4.8255
2008/05/02,2.6975,2.77,2.87375,2.876,3.248,3.54,3.7665,3.9415,4.089,4.2095,4.4715,4.7385,4.8435,4.9085
2008/05/06,2.67375,2.7575,2.87625,2.865,3.204,3.5125,3.7575,3.9535,4.1145,4.2565,4.5465,4.8265,4.9365,5.0055
2008/05/07,2.62125,2.73438,2.84875,2.802,3.109,3.414,3.6665,3.8605,4.024,4.165,4.4595,4.74,4.855,4.926
2008/05/08,2.59,2.71563,2.82,2.728,3.0065,3.3035,3.555,3.7465,3.915,4.0635,4.3645,4.6525,4.7705,4.8445
2008/05/09,2.55,2.685,2.78,2.771,3.043,3.3305,3.576,3.7665,3.93,4.0765,4.3715,4.6575,4.7705,4.8385
2008/05/12,2.52938,2.67813,2.80438,2.814,3.1015,3.3865,3.6275,3.8105,3.9735,4.1105,4.3985,4.6765,4.7855,4.8495
2008/05/13,2.51438,2.67563,2.8275,2.965,3.3075,3.595,3.829,4.0055,4.1585,4.2865,4.551,4.8175,4.9195,4.9835
2008/05/14,2.505,2.72,2.93875,2.998,3.3585,3.644,3.873,4.0295,4.1705,4.2915,4.5375,4.7885,4.886,4.9425
2008/05/15,2.4975,2.71875,2.94125,2.9,3.234,3.507,3.7245,3.8745,4.0255,4.1405,4.403,4.666,4.7785,4.8415
2008/05/16,2.47875,2.695,2.88625,2.887,3.2395,3.52,3.727,3.8955,4.0385,4.164,4.4345,4.6995,4.8145,4.8805
2008/05/19,2.45125,2.6775,2.845,2.84,3.173,3.466,3.6855,3.8505,4.0015,4.129,4.3995,4.6765,4.792,4.8615
2008/05/20,2.43,2.6575,2.80063,2.786,3.1095,3.3965,3.6245,3.7915,3.939,4.0735,4.3585,4.641,4.76,4.8385
2008/05/21,2.40438,2.63813,2.78375,2.832,3.178,3.4785,3.6995,3.8635,4.01,4.1355,4.4005,4.6785,4.7915,4.8625
2008/05/22,2.3925,2.63813,2.80875,2.922,3.3135,3.627,3.855,4.0205,4.1565,4.273,4.5195,4.782,4.893,4.9615
2008/05/23,2.3825,2.64563,2.84875,2.914,3.248,3.557,3.783,3.946,4.08,4.201,4.476,4.73,4.851,4.919
2008/05/27,2.37875,2.64438,2.84938,2.942,3.3445,3.664,3.8915,4.0555,4.1915,4.309,4.5575,4.821,4.935,5.0055
2008/05/28,2.38125,2.64938,2.85875,3.001,3.4535,3.791,4.017,4.1755,4.3065,4.4145,4.6485,4.897,5.0005,5.0655
2008/05/29,2.45938,2.68188,2.9275,3.026,3.4935,3.847,4.0825,4.2495,4.39,4.4905,4.7185,4.963,5.066,5.1285
2008/05/30,2.4575,2.68063,2.91063,3.01,3.4595,3.8,4.056,4.226,4.361,4.4695,4.707,4.948,5.048,5.111
2008/06/02,2.45563,2.67625,2.89688,2.934,3.3355,3.674,3.919,4.0885,4.2335,4.3525,4.6045,4.865,4.9825,5.0605
2008/06/03,2.45125,2.67313,2.88375,2.903,3.2555,3.596,3.8385,4.0115,4.159,4.29,4.5555,4.82,4.937,5.0145
2008/06/04,2.45,2.67188,2.89125,2.954,3.3205,3.6725,3.931,4.1255,4.271,4.4085,4.6735,4.931,5.046,5.1225
2008/06/05,2.44813,2.67688,2.91875,2.99,3.3915,3.763,4.032,4.2215,4.3745,4.5045,4.7665,5.0215,5.1335,5.2005
2008/06/06,2.44938,2.69563,2.96938,2.954,3.323,3.6785,3.946,4.1295,4.282,4.405,4.6625,4.918,5.029,5.1025
2008/06/09,2.44813,2.69125,2.9575,3.209,3.6505,3.999,4.207,4.3405,4.4545,4.5465,4.7375,4.945,5.037,5.0905
2008/06/10,2.475,2.78625,3.17,3.398,3.8835,4.217,4.4145,4.5355,4.6315,4.7045,4.8625,5.044,5.124,5.1795
2008/06/11,2.47688,2.78813,3.15375,3.296,3.7515,4.072,4.266,4.3975,4.503,4.595,4.7815,4.9825,5.0745,5.1325
2008/06/12,2.47125,2.77625,3.13313,3.472,3.982,4.3115,4.5085,4.6205,4.709,4.7795,4.919,5.0805,5.1585,5.2065
2008/06/13,2.48188,2.81375,3.255,3.482,3.971,4.322,4.526,4.649,4.739,4.809,4.9555,5.113,5.1895,5.2325
2008/06/16,2.48125,2.8125,3.24063,3.516,4.001,4.3415,4.5575,4.682,4.7715,4.846,4.9815,5.129,5.2015,5.2365
2008/06/17,2.4825,2.80875,3.215,3.378,3.8515,4.1935,4.412,4.5415,4.6405,4.7205,4.8835,5.046,5.1355,5.1865
2008/06/18,2.48188,2.8025,3.19375,3.32,3.7635,4.082,4.2855,4.4175,4.533,4.6115,4.7925,4.963,5.0515,5.1075
2008/06/19,2.48125,2.80125,3.18188,3.367,3.825,4.1565,4.367,4.5055,4.61,4.698,4.8675,5.0325,5.1205,5.1675
2008/06/20,2.48125,2.80188,3.18,3.345,3.801,4.1345,4.3505,4.4845,4.59,4.679,4.863,5.0425,5.128,5.1765
2008/06/23,2.4825,2.80438,3.18,3.3675,3.8645,4.2055,4.411,4.5455,4.6295,4.716,4.88,5.043,5.124,5.1725
2008/06/24,2.48188,2.80938,3.18563,3.306,3.7715,4.099,4.3075,4.4355,4.5375,4.6195,4.7885,4.961,5.0465,5.0995
2008/06/25,2.4825,2.80813,3.17125,3.2585,3.713,4.057,4.278,4.4215,4.53,4.623,4.7955,4.962,5.0455,5.0945
2008/06/26,2.4825,2.80063,3.13375,3.178,3.6035,3.9495,4.1765,4.3355,4.447,4.555,4.7585,4.9325,5.0195,5.0685
2008/06/27,2.47063,2.79125,3.15375,3.113,3.549,3.8955,4.126,4.2675,4.39,4.4815,4.6735,4.842,4.925,4.974
2008/06/30,2.4625,2.78313,3.10875,3.125,3.551,3.8895,4.1135,4.2575,4.371,4.4715,4.6745,4.8475,4.9265,4.9705
2008/07/01,2.46125,2.7875,3.1225,3.1475,3.58,3.926,4.1495,4.2985,4.4135,4.5135,4.7145,4.894,4.9715,5.0105
2008/07/02,2.4625,2.79125,3.13375,3.129,3.5545,3.91,4.132,4.2785,4.3925,4.5,4.7075,4.8915,4.9605,4.9995
2008/07/03,2.46,2.79125,3.13,3.11,3.525,3.887,4.103,4.26,4.391,4.503,4.736,4.925,5.002,5.039
2008/07/04,2.46125,2.78938,3.11313,3.099,3.528,3.885,4.117,4.282,4.407,4.517,4.742,4.929,5.005,5.042
2008/07/07,2.46125,2.79125,3.11563,3.034,3.4355,3.806,4.0465,4.2075,4.3435,4.457,4.6875,4.8835,4.9665,5.024
2008/07/08,2.45875,2.79,3.0975,3.035,3.4295,3.778,4.0015,4.1555,4.287,4.4005,4.6255,4.8205,4.9015,4.9445
2008/07/09,2.45875,2.79188,3.11313,3.003,3.337,3.67,3.888,4.0465,4.183,4.298,4.5415,4.7475,4.835,4.8945
2008/07/10,2.45625,2.78813,3.09375,3.0285,3.3485,3.661,3.866,4.0185,4.152,4.2695,4.5125,4.724,4.811,4.8665
2008/07/11,2.4575,2.79063,3.12125,3.0895,3.4695,3.8125,4.033,4.1855,4.308,4.4185,4.644,4.84,4.9185,4.9595
2008/07/14,2.46,2.79063,3.1225,3.015,3.3795,3.717,3.9355,4.088,4.2205,4.326,4.5485,4.748,4.828,4.8755
2008/07/15,2.45813,2.78938,3.0925,2.964,3.3095,3.6475,3.8635,4.0175,4.156,4.2695,4.514,4.727,4.819,4.8775
2008/07/16,2.45625,2.785,3.07125,3.013,3.3835,3.746,3.9795,4.1415,4.2725,4.3935,4.644,4.855,4.9465,5.001
2008/07/17,2.45813,2.78625,3.08438,3.0685,3.486,3.8625,4.1,4.2585,4.402,4.515,4.751,4.9515,5.033,5.08
2008/07/18,2.45938,2.79063,3.1,3.158,3.645,4.0255,4.254,4.4085,4.5335,4.646,4.858,5.0435,5.108,5.148
2008/07/21,2.46063,2.79938,3.14813,3.128,3.591,3.959,4.188,4.3465,4.4695,4.5635,4.7965,4.98,5.0555,5.0985
2008/07/22,2.46188,2.79625,3.13938,3.193,3.682,4.0535,4.2725,4.4175,4.5345,4.63,4.8235,4.994,5.066,5.103
2008/07/23,2.46125,2.8,3.17125,3.212,3.694,4.0605,4.269,4.4125,4.5325,4.6215,4.8125,4.9915,5.061,5.1005
2008/07/24,2.46,2.795,3.15688,3.075,3.506,3.844,4.0635,4.2125,4.346,4.4525,4.679,4.875,4.955,5.001
2008/07/25,2.4575,2.79313,3.11188,3.147,3.618,3.974,4.1885,4.3355,4.4725,4.581,4.796,4.988,5.064,5.107
2008/07/28,2.4625,2.79625,3.135,3.065,3.487,3.843,4.064,4.213,4.349,4.462,4.6975,4.8945,4.9755,5.0225
2008/07/29,2.46313,2.79875,3.11625,3.092,3.5195,3.8845,4.1145,4.271,4.403,4.51,4.7325,4.9245,5.0015,5.042
2008/07/30,2.46375,2.80063,3.125,3.059,3.495,3.861,4.09,4.241,4.378,4.493,4.7245,4.9205,5.0015,5.0485
2008/07/31,2.46125,2.79125,3.08375,3.017,3.4145,3.7575,3.992,4.151,4.291,4.4125,4.657,4.867,4.953,5.0025
2008/08/01,2.46,2.79438,3.075,3.052,3.4275,3.762,3.9885,4.152,4.284,4.407,4.658,4.8655,4.9485,4.997
2008/08/04,2.46125,2.79813,3.09063,3.092,3.4835,3.8335,4.056,4.216,4.3535,4.472,4.7105,4.917,5.0015,5.047
2008/08/05,2.4625,2.80188,3.11375,3.079,3.498,3.8575,4.0905,4.255,4.397,4.521,4.7565,4.9735,5.056,5.1025
2008/08/06,2.46188,2.8025,3.10125,3.091,3.521,3.8895,4.1265,4.2935,4.428,4.5495,4.7915,5.002,5.088,5.1405
2008/08/07,2.46313,2.8025,3.1025,3.005,3.3965,3.7545,3.9915,4.1645,4.3095,4.435,4.6865,4.899,4.985,5.034
2008/08/08,2.46063,2.80375,3.09125,3.043,3.443,3.7975,4.0245,4.1795,4.3155,4.431,4.662,4.864,4.943,4.9915
2008/08/11,2.46375,2.80375,3.09375,3.075,3.488,3.857,4.087,4.245,4.39,4.504,4.7385,4.9385,5.023,5.0705
2008/08/12,2.46375,2.80438,3.10313,2.999,3.3665,3.7225,3.963,4.1255,4.2705,4.3885,4.6345,4.846,4.9375,4.9905
2008/08/13,2.46688,2.80438,3.095,3.035,3.4115,3.7785,4.0155,4.175,4.311,4.425,4.6555,4.865,4.952,5.0045
2008/08/14,2.46563,2.80688,3.10375,3.032,3.392,3.745,3.9865,4.139,4.275,4.3885,4.6235,4.8315,4.9205,4.9755
2008/08/15,2.46563,2.80875,3.11813,3.051,3.3855,3.7145,3.9455,4.101,4.2355,4.3445,4.582,4.787,4.876,4.9245
2008/08/18,2.47063,2.81,3.13625,3.05,3.3905,3.7215,3.956,4.115,4.2475,4.3585,4.585,4.7855,4.869,4.915
2008/08/19,2.47125,2.81125,3.13375,3.007,3.339,3.6915,3.912,4.0855,4.225,4.35,4.5825,4.787,4.873,4.92
2008/08/20,2.47188,2.81188,3.12375,2.969,3.274,3.621,3.85,4.013,4.1545,4.273,4.505,4.7185,4.82,4.86
2008/08/21,2.47188,2.81063,3.1025,2.988,3.325,3.6645,3.89,4.052,4.188,4.3035,4.537,4.744,4.8275,4.8735
2008/08/22,2.47188,2.81,3.11375,3.063,3.411,3.7425,3.9685,4.128,4.259,4.373,4.584,4.781,4.8605,4.8935
2008/08/26,2.47,2.80938,3.11625,3.002,3.325,3.6665,3.882,4.033,4.167,4.27,4.487,4.682,4.765,4.8145
2008/08/27,2.46875,2.81,3.1175,2.961,3.2775,3.6125,3.8375,3.996,4.1275,4.237,4.465,4.6675,4.755,4.804
2008/08/28,2.48625,2.81,3.115,2.982,3.305,3.636,3.8555,4.007,4.133,4.242,4.4605,4.6575,4.739,4.7795
2008/08/29,2.48563,2.81063,3.1175,2.996,3.323,3.652,3.877,4.02,4.146,4.262,4.4835,4.68,4.77,4.825
2008/09/01,2.48563,2.81,3.1125,2.984,3.294,3.619,3.845,3.997,4.124,4.239,4.471,4.673,4.765,4.822
2008/09/02,2.48563,2.81313,3.11938,2.946,3.259,3.5775,3.7915,3.9435,4.0785,4.1935,4.43,4.637,4.728,4.774
2008/09/03,2.4875,2.81375,3.10875,2.946,3.2355,3.545,3.758,3.9035,4.044,4.159,4.3915,4.597,4.6845,4.731
2008/09/04,2.48688,2.815,3.11313,2.904,3.147,3.442,3.6615,3.808,3.946,4.0705,4.304,4.5185,4.6115,4.6625
2008/09/05,2.48688,2.81438,3.1025,2.968,3.2605,3.566,3.7765,3.923,4.053,4.1575,4.373,4.5715,4.66,4.6995
2008/09/08,2.48813,2.81688,3.1225,2.909,3.184,3.4715,3.664,3.8075,3.9365,4.045,4.269,4.474,4.564,4.613
2008/09/09,2.48875,2.81813,3.09688,2.867,3.122,3.3935,3.599,3.7545,3.8775,3.9835,4.202,4.4075,4.497,4.5475
2008/09/10,2.48688,2.81875,3.0875,2.878,3.148,3.439,3.6425,3.7875,3.9125,4.0235,4.2455,4.455,4.542,4.5925
2008/09/11,2.4875,2.81875,3.08438,2.885,3.1355,3.432,3.6345,3.785,3.9105,4.0165,4.231,4.428,4.517,4.563
2008/09/12,2.48813,2.81875,3.08938,2.915,3.178,3.4835,3.697,3.8585,3.9965,4.1124,4.3525,4.558,4.6445,4.69
2008/09/15,2.49688,2.81625,3.00125,2.718,2.7135,3.041,3.281,3.453,3.6085,3.7357,4.003,4.225,4.317,4.3555
2008/09/16,2.7475,2.87625,3.01625,2.75,2.8709,3.186,3.408,3.565,3.7095,3.835,4.088,4.3145,4.411,4.4725
2008/09/17,3.03,3.0625,3.2525,2.904,2.8729,3.1755,3.396,3.554,3.7005,3.827,4.089,4.307,4.392,4.4335
2008/09/18,3.1875,3.20375,3.385,3.072,3.0485,3.349,3.565,3.7195,3.825,3.9786,4.2285,4.44,4.521,4.563
2008/09/19,3.19,3.21,3.4575,3.163,3.352,3.69,3.899,4.0519,4.1735,4.2705,4.4705,4.6485,4.7155,4.7495
2008/09/22,3.17625,3.1975,3.42875,3.163,3.3895,3.736,3.95,4.1038,4.2165,4.321,4.524,4.71,4.787,4.827
2008/09/23,3.20688,3.21125,3.465,3.277,3.4625,3.774,3.9792,4.1205,4.228,4.321,4.5155,4.6935,4.773,4.807
2008/09/24,3.42875,3.47625,3.70125,3.471,3.6085,3.886,4.068,4.193,4.288,4.3846,4.566,4.741,4.814,4.853
2008/09/25,3.70875,3.76875,3.975,3.389,3.562,3.8314,4.058,4.1678,4.279,4.3605,4.538,4.715,4.78,4.815
2008/09/26,3.70375,3.76188,3.87625,3.307,3.501,3.8205,4.023,4.1603,4.264,4.3543,4.5265,4.68,4.746,4.7635
2008/09/29,3.72,3.8825,3.83375,3.108,3.136,3.427,3.665,3.8281,3.941,4.0525,4.261,4.407,4.502,4.511
2008/09/30,3.92625,4.0525,3.98125,3.356,3.447,3.7445,3.9445,4.0873,4.207,4.2966,4.492,4.6355,4.692,4.705
2008/10/01,4.0025,4.15,4.0375,3.281,3.381,3.6716,3.858,3.9972,4.1135,4.2033,4.399,4.545,4.588,4.59
2008/10/02,4.045,4.2075,4.0525,3.25,3.2865,3.55,3.751,3.896,4.0095,4.1245,4.3485,4.505,4.552,4.5595
2008/10/03,4.11,4.33375,4.13125,3.078,3.099,3.4093,3.6307,3.7925,3.9235,4.0368,4.265,4.411,4.444,4.4235
2008/10/06,4.0925,4.28875,4.0525,2.848,2.8165,3.1365,3.3791,3.5595,3.709,3.835,4.0925,4.2515,4.2855,4.285
